GKZ,Name_gemeinde,HArzt_access,NotfallA_access
7137066,Luxem,8.77,12.26
7137068,"Mayen, Stadt",3.8,6.14
7137069,"Mendig, Stadt",1.94,13.29
7137070,Mertloch,5.56,14.5
7137074,Monreal,3.83,10.83
7137077,Münk,7.88,20.45
7137079,Nachtsheim,1.31,16.79
7137080,Naunheim,5.57,17.14
7137081,Nickenich,2.3,9.51
7137086,Ochtendung,2.34,14.83
7137087,Pillig,6.63,19.68
7137088,Plaidt,1.88,10.5
7137089,"Polch, Stadt",2.24,15.23
7137092,Reudelsterz,11.63,12.35
7137093,Rieden,2.02,17.79
7137095,Rüber,8.34,19.42
7137096,Saffig,1.65,11.85
7137097,Sankt Johann,4.44,8.2
7137099,Siebenbach,11.28,13.62
7137101,Thür,3.66,10.45
7137102,Trimbs,6.2,12.2
7137105,Virneburg,9.15,14.84
7137106,Volkesfeld,4.46,16.52
7137110,Weiler,8.44,14.63
7137112,Welling,8.37,13.0
7137113,Welschenbach,14.96,18.12
7137114,Wierschem,4.32,24.94
7137201,Alken,3.64,19.22
7137202,Bassenheim,2.3,8.55
7137203,"Bendorf, Stadt",2.34,11.78
7137204,Brey,2.96,10.26
7137205,Brodenbach,6.08,21.68
7137206,Burgen,8.54,23.5
7137207,Dieblich,3.43,14.77
7137208,Hatzenport,1.96,23.76
7137209,Kaltenengers,1.51,10.22
7137211,Kettig,2.13,8.14
7137212,Kobern-Gondorf,3.98,16.05
7137214,Löf,5.7,21.42
7137215,Macken,16.02,29.36
7137216,"Mülheim-Kärlich, Stadt",3.18,8.48
7137217,Niederfell,3.73,17.66
7137218,Niederwerth,2.79,12.56
7137219,Nörtershausen,5.0,12.5
7137220,Oberfell,1.3,19.49
7137221,"Rhens, Stadt",3.69,13.78
7137222,Sankt Sebastian,0.91,9.7
7137223,Spay,3.03,8.04
7137224,Urbar,2.51,10.49
7137225,Urmitz,1.78,10.05
7137226,"Vallendar, Stadt",2.01,13.09
7137227,Waldesch,1.3,12.21
7137228,"Weißenthurm, Stadt",2.22,5.42
7137229,Weitersburg,1.92,12.81
7137230,Winningen,1.68,9.31
7137231,Wolken,7.36,8.39
7137501,"Münstermaifeld, Stadt",3.74,23.29
7137504,Lehmen,6.21,19.23
7138002,Anhausen,2.23,13.1
7138003,Asbach,3.45,4.7
7138004,"Bad Hönningen, Stadt",3.96,10.34
7138005,Bonefeld,4.54,11.74
7138006,Breitscheid,7.0,16.96
7138007,Hausen (Wied),5.09,9.48
7138008,Bruchhausen,6.84,11.68
7138009,Dattenberg,3.22,5.02
7138010,Datzeroth,7.58,15.96
7138011,Dernbach,4.64,9.16
7138012,"Dierdorf, Stadt",2.88,3.47
7138013,Döttesfeld,6.34,17.26
7138014,Dürrholz,5.13,15.41
7138015,Ehlscheid,1.47,13.35
7138019,Erpel,3.18,10.95
7138023,Großmaischeid,1.72,11.05
7138024,Hammerstein,3.76,15.1
7138025,Hanroth,3.65,9.11
7138026,Hardert,4.88,14.17
7138027,Harschbach,3.13,11.02
7138030,Hümmerich,5.83,16.39
7138031,Isenburg,5.51,13.64
7138034,Kleinmaischeid,2.22,8.98
7138036,Kurtscheid,5.94,14.91
7138037,Leubsdorf,4.81,7.39
7138038,Leutesdorf,16.38,12.1
7138040,Linkenbach,4.84,14.62
7138041,"Linz am Rhein, Stadt",1.85,6.2
7138042,Meinborn,1.14,14.04
7138043,Melsbach,4.73,8.95
7138044,Neustadt (Wied),5.13,12.45
7138045,"Neuwied, Stadt",2.22,7.21
7138047,Niederbreitbach,6.15,15.15
7138048,Niederhofen,2.75,10.84
7138050,Niederwambach,6.22,12.9
7138052,Oberdreis,4.8,12.67
7138053,Oberhonnefeld-Gierend,4.15,13.23
7138054,Oberraden,4.49,16.0
7138055,Ockenfels,3.55,9.8
7138057,Puderbach,2.13,11.58
7138058,Ratzert,8.07,10.5
7138059,Raubach,1.38,7.26
7138061,Rengsdorf,1.58,10.17
7138062,Rheinbreitbach,2.45,8.1
7138063,Rheinbrohl,2.27,14.24
7138064,Rodenbach bei Puderbach,4.24,11.2
7138065,Roßbach,1.65,9.78
7138066,Rüscheid,4.62,10.34
7138068,Sankt Katharinen (Landkreis Neuwied),2.68,8.08
7138069,Stebach,4.11,8.83
7138070,Steimel,1.94,14.13
7138071,Straßenhaus,2.36,14.69
7138072,Thalhausen,4.61,13.76
7138073,"Unkel, Stadt",2.39,9.17
7138074,Urbach,1.84,10.85
7138075,Vettelschoß,2.73,10.76
7138076,Waldbreitbach,3.32,13.73
7138077,Windhagen,3.31,13.86
7138078,Woldert,5.12,13.18
7138080,Buchholz (Westerwald),3.45,8.92
7138201,Marienhausen,4.72,4.82
7138501,Kasbach-Ohlenberg,4.99,10.77
7140001,Alterkülz,6.19,10.58
7140002,Altweidelbach,6.73,8.19
7140003,Argenthal,6.94,8.54
7140005,Badenhard,11.41,15.77
7140006,Bärenbach,4.34,14.8
7140007,Belg,9.11,19.48
7140008,Belgweiler,11.3,10.98
7140009,Bell (Hunsrück),6.96,18.72
7140010,Beltheim,9.8,24.34
7140011,Benzweiler,7.18,10.79
7140012,Bergenhausen,7.25,9.5
7140014,Bickenbach,7.19,21.71
7140015,Biebern,9.07,9.48
7140016,Birkheim,8.33,17.76
7140018,Braunshorn,8.65,15.7
7140020,Bubach,12.62,15.86
7140021,Buch,1.68,21.98
7140023,Budenbach,7.82,10.23
7140024,Büchenbeuren,1.76,16.32
7140025,Damscheid,6.6,7.77
7140027,Dichtelbach,4.18,15.85
7140028,Dickenschied,5.65,14.86
7140029,Dill,7.7,15.86
7140030,Dillendorf,4.39,12.03
7140031,Dörth,4.36,15.69
7140035,Ellern (Hunsrück),5.29,10.91
7140036,"Emmelshausen, Stadt",1.42,17.44
7140037,Erbach,4.46,15.94
7140039,Fronhofen,7.69,8.44
7140040,Gehlweiler,3.01,17.58
7140041,Gemünden,1.62,16.3
7140042,Gödenroth,6.22,17.82
7140043,Gondershausen,6.21,23.26
7140044,Hahn,7.55,18.86
7140045,Halsenbach,4.37,13.78
7140046,Hasselbach,3.94,12.86
7140047,Hausbay,9.99,20.96
7140048,Hecken,4.75,13.78
7140049,Heinzenbach,6.87,10.15
7140050,Henau,6.41,20.74
7140053,Hirschfeld (Hunsrück),5.61,19.67
7140055,Hollnich,4.32,15.45
7140056,Holzbach,5.91,5.67
7140058,Horn,8.57,11.48
7140060,Hungenroth,5.87,16.85
7140062,Kappel,8.1,16.27
7140063,Karbach,5.62,15.93
7140064,"Kastellaun, Stadt",1.7,16.91
7140065,Keidelheim,4.2,4.88
7140067,"Kirchberg (Hunsrück), Stadt",2.23,11.02
7140068,Kisselbach,9.23,13.64
7140070,Klosterkumbd,6.81,9.34
7140071,Kludenbach,7.96,14.77
7140073,Korweiler,8.35,24.27
7140075,Kratzenburg,7.34,13.58
7140076,Külz (Hunsrück),6.18,6.75
7140077,Kümbdchen,3.35,3.8
7140079,Laubach,6.43,11.4
7140080,Laudert,10.6,15.56
7140081,Laufersweiler,4.96,19.96
7140082,Lautzenhausen,3.5,16.76
7140084,Leiningen,4.24,18.17
7140085,Liebshausen,6.05,16.65
7140086,Lindenschied,6.69,15.62
7140087,Lingerhahn,11.95,18.87
7140089,Maisborn,13.94,17.9
7140090,Maitzborn,5.16,13.41
7140092,Mengerschied,4.87,12.43
7140093,Mermuth,8.59,25.17
7140094,Metzenhausen,8.12,16.43
7140095,Michelbach,9.55,10.14
7140096,Mörschbach,4.88,13.13
7140098,Mühlpfad,6.51,20.69
7140099,Mutterschied,6.25,6.77
7140100,Nannhausen,6.03,6.06
7140101,Neuerkirch,7.9,8.41
7140102,Ney,7.44,17.98
7140104,Niederburg,6.5,6.19
7140105,Nieder Kostenz,6.06,12.2
7140106,Niederkumbd,4.15,6.43
7140107,Niedersohren,5.02,13.52
7140108,Niedert,5.08,19.11
7140109,Niederweiler,3.95,18.78
7140110,Norath,6.7,19.84
7140111,Ober Kostenz,8.1,14.58
7140112,"Oberwesel, Stadt",2.99,4.42
7140113,Ohlweiler,5.83,6.05
7140115,Oppertshausen,9.25,10.01
7140116,Perscheid,9.92,11.43
7140117,Pfalzfeld,8.72,21.0
7140118,Pleizenhausen,5.69,8.03
7140119,Ravengiersburg,9.56,12.19
7140120,Raversbeuren,10.73,22.08
7140121,Rayerschied,6.6,8.84
7140122,Reckershausen,5.86,13.23
7140123,Reich,10.83,11.61
7140125,"Rheinböllen, Stadt",2.06,12.37
7140126,Riegenroth,11.87,14.35
7140127,Riesweiler,7.12,7.59
7140128,Rödelhausen,8.48,18.15
7140129,Rödern,5.99,9.73
7140130,Rohrbach,6.8,17.22
7140131,Roth,3.56,18.82
7140133,"Sankt Goar, Stadt",3.1,10.63
7140134,Sargenroth,8.36,8.79
7140135,Schlierschied,4.13,18.92
7140138,Schnorbach,6.81,10.92
7140139,Schönborn,7.22,6.39
7140140,Schwall,2.57,18.34
7140141,Schwarzen,9.37,15.97
7140144,"Simmern/ Hunsrück, Stadt",2.67,4.17
7140145,Sohren,1.99,15.39
7140146,Sohrschied,7.33,14.95
7140147,Spesenroth,4.22,15.38
7140148,Steinbach,9.45,12.46
7140149,Thörlingen,5.67,19.71
7140150,Tiefenbach,8.88,8.47
7140151,Todenroth,9.35,16.77
7140153,Uhler,4.16,20.42
7140154,Unzenberg,7.58,8.15
7140155,Urbar,8.48,7.95
7140156,Utzenhain,10.3,15.46
7140158,Wahlbach,7.18,10.33
7140159,Wahlenau,5.63,19.15
7140161,Wiebelsheim,10.8,13.29
7140163,Womrath,5.98,15.14
7140164,Woppenroth,7.52,20.09
7140165,Würrich,7.32,18.0
7140166,Wüschheim,10.08,13.42
7140201,Beulich,10.84,27.0
7140202,Dommershausen,13.45,28.41
7140204,Mastershausen,1.94,22.95
7140205,Morshausen,13.32,28.72
7140501,"Boppard, Stadt",3.46,8.75
7140502,Lahr,11.33,26.96
7140503,Mörsdorf,5.27,25.35
7140504,Zilshausen,11.56,27.78
7141001,Allendorf,3.21,19.33
7141002,Altendiez,1.46,8.78
7141003,Attenhausen,8.95,14.98
7141004,Auel,6.36,12.54
7141005,Aull,4.11,4.99
7141006,"Bad Ems, Stadt",2.96,17.12
7141008,Becheln,5.64,20.22
7141009,Berg,5.93,13.91
7141010,Berghausen,3.88,19.78
7141011,Berndroth,7.24,13.61
7141012,Bettendorf,5.03,4.92
7141013,Biebrich,7.9,23.5
7141014,Birlenbach,6.47,10.7
7141015,Bogel,1.31,7.3
7141016,Bornich,5.15,18.07
7141018,Bremberg,10.33,19.65
7141019,Buch,3.33,4.17
7141020,Burgschwalbach,5.68,20.55
7141021,Charlottenberg,2.37,17.92
7141022,Cramberg,11.92,17.83
7141023,Dachsenhausen,1.58,16.74
7141024,Dahlheim,4.41,21.9
7141025,Dausenau,5.64,21.92
7141026,Dessighofen,6.31,14.44
7141027,Dienethal,2.54,18.52
7141029,"Diez, Stadt",2.47,5.21
7141030,Dörnberg,5.54,20.32
7141031,Dörscheid,5.84,18.61
7141032,Dörsdorf,4.41,19.81
7141033,Dornholzhausen,6.43,17.47
7141034,Ebertshausen,3.01,19.79
7141035,Ehr,6.72,12.65
7141036,Eisighofen,6.08,21.54
7141037,Endlichhofen,2.78,7.11
7141038,Eppenrod,3.06,12.23
7141039,Ergeshausen,6.38,21.76
7141040,Eschbach,3.2,16.16
7141041,Fachbach,4.9,14.28
7141042,Filsen,3.95,9.86
7141043,Flacht,2.66,9.71
7141044,Frücht,8.9,14.9
7141045,Geilnau,4.64,18.86
7141046,Geisig,7.44,14.35
7141047,Gemmerich,1.2,13.47
7141049,Gückingen,4.93,7.09
7141050,Gutenacker,8.83,21.34
7141051,Hahnstätten,2.18,16.62
7141052,Hambach,7.13,7.74
7141053,Heistenbach,2.28,5.95
7141054,Herold,7.55,22.93
7141055,Himmighofen,2.82,11.16
7141057,Hirschberg,4.56,11.5
7141058,Hömberg,5.75,14.52
7141059,Holzappel,1.28,15.67
7141060,Holzhausen an der Haide,6.05,7.34
7141061,Holzheim,3.36,8.63
7141062,Horhausen,2.56,15.15
7141063,Hunzel,4.63,9.72
7141064,Isselbach,5.71,10.65
7141065,Kaltenholzhausen,3.91,18.94
7141066,Kamp-Bornhofen,1.5,12.4
7141067,Kasdorf,2.54,9.18
7141068,"Katzenelnbogen, Stadt",1.94,17.56
7141069,"Kaub, Stadt",7.37,13.4
7141070,Kehlbach,5.19,14.48
7141071,Kemmenau,5.62,13.68
7141072,Kestert,5.26,17.53
7141073,Klingelbach,3.84,19.42
7141074,Kördorf,9.2,21.77
7141075,"Lahnstein, Stadt",3.21,11.14
7141076,Langenscheid,7.24,15.61
7141077,Laurenburg,3.19,18.53
7141078,Lautert,5.62,7.82
7141079,Lierschied,6.5,15.08
7141080,Lipporn,5.0,11.79
7141081,Lohrheim,5.39,15.7
7141082,Lollschied,5.94,11.21
7141083,Lykershausen,3.08,19.29
7141084,Marienfels,7.48,10.29
7141085,Miehlen,5.14,7.09
7141086,Miellen,7.2,12.17
7141087,Misselberg,7.12,23.02
7141088,Mittelfischbach,3.13,14.12
7141089,Mudershausen,6.56,21.31
7141091,"Nassau, Stadt",1.64,17.98
7141092,"Nastätten, Stadt",1.96,2.87
7141093,Netzbach,4.94,16.76
7141094,Niederbachheim,5.44,13.68
7141095,Niederneisen,1.98,11.24
7141096,Niedertiefenbach,8.74,11.15
7141097,Niederwallmenach,5.38,10.53
7141098,Nievern,4.74,15.42
7141099,Nochern,2.82,20.77
7141100,Oberbachheim,4.32,16.21
7141101,Oberfischbach,4.6,13.17
7141102,Oberneisen,4.88,14.02
7141103,Obernhof,6.56,22.5
7141104,Obertiefenbach,6.69,8.02
7141105,Oberwallmenach,6.63,8.64
7141106,Oberwies,4.38,19.58
7141107,Oelsberg,3.88,4.66
7141108,Osterspai,2.81,15.27
7141109,Patersberg,5.42,14.84
7141110,Hainau,3.96,10.47
7141111,Pohl,5.22,7.72
7141112,Prath,1.14,22.48
7141113,Reckenroth,5.53,20.09
7141114,Reichenberg,7.4,15.58
7141115,Reitzenhain,8.05,12.97
7141116,Rettershain,7.91,10.78
7141117,Rettert,6.91,10.6
7141118,Roth,11.33,13.04
7141120,Ruppertshofen,1.27,7.71
7141121,"Sankt Goarshausen, Loreleystadt, Stadt",2.85,16.22
7141122,Sauerthal,9.91,23.85
7141124,Scheidt,4.13,19.5
7141125,Schiesheim,3.92,19.5
7141126,Schönborn,7.26,19.0
7141127,Schweighausen,4.8,19.33
7141128,Seelbach,10.06,19.55
7141129,Singhofen,1.86,12.21
7141130,Steinsberg,10.3,18.54
7141131,Strüth,1.77,10.35
7141132,Sulzbach,5.48,21.33
7141133,Wasenbach,10.56,16.75
7141134,Weidenbach,4.21,8.84
7141135,Weinähr,6.47,21.98
7141136,Weisel,1.44,16.99
7141137,Welterod,2.72,11.87
7141138,Weyer,0.79,19.32
7141139,Winden,8.77,17.56
7141140,Winterwerb,2.16,14.67
7141141,Zimmerschied,4.67,13.34
7141201,Arzbach,1.48,11.55
7141501,"Braubach, Stadt",2.85,13.62
7141502,Diethardt,4.67,6.48
7141503,Balduinstein,9.33,14.34
7143001,Alsbach,4.19,14.78
7143003,Bannberscheid,4.82,6.47
7143005,Boden,4.98,6.81
7143006,Breitenau,5.84,11.53
7143007,Caan,3.06,17.22
7143008,Daubach,2.73,7.39
7143009,Deesen,6.67,9.75
7143010,Dernbach (Westerwald),1.21,2.89
7143011,Dreikirchen,4.1,10.93
7143012,Ebernhahn,3.06,4.55
7143013,Eitelborn,3.83,13.78
7143015,Ellenhausen,4.9,7.34
7143018,Freilingen,1.13,12.35
7143019,Freirachdorf,6.1,8.61
7143020,Gackenbach,6.24,13.01
7143021,Girod,1.38,8.04
7143022,Goddert,5.32,7.77
7143023,Görgeshausen,3.41,11.0
7143024,Großholbach,2.67,6.84
7143025,Hartenfels,5.58,12.63
7143026,Heilberscheid,6.35,10.13
7143027,Heiligenroth,3.82,6.55
7143028,Helferskirchen,6.22,8.84
7143029,Herschbach,2.71,7.94
7143030,Hilgert,4.21,12.57
7143031,Hillscheid,1.92,15.41
7143032,"Höhr-Grenzhausen, Stadt",2.16,14.51
7143033,Holler,2.84,3.78
7143034,Horbach,6.0,10.09
7143036,Hübingen,5.03,13.22
7143037,Hundsangen,1.22,13.58
7143038,Hundsdorf,2.7,10.44
7143039,Kadenbach,3.3,12.09
7143040,Kammerforst,4.96,14.15
7143041,Krümmel,3.54,6.08
7143042,Leuterod,3.91,7.35
7143044,Marienrachdorf,5.94,6.01
7143045,Maroth,6.75,6.76
7143046,Maxsain,3.59,8.51
7143047,Mogendorf,4.42,8.29
7143048,"Montabaur, Stadt",2.96,4.45
7143049,Moschheim,4.52,7.22
7143050,Nauort,1.25,16.75
7143051,Nentershausen,1.66,10.46
7143052,Neuhäusel,1.48,11.09
7143053,Niederelbert,2.62,5.78
7143054,Niedererbach,5.52,13.22
7143055,Nomborn,3.57,10.3
7143056,Nordhofen,4.47,4.54
7143057,Oberelbert,4.08,8.84
7143058,Obererbach,3.44,11.26
7143059,Oberhaid,5.6,8.22
7143060,Ötzingen,6.6,10.18
7143061,Quirnbach,6.34,6.61
7143062,"Ransbach-Baumbach, Stadt",1.62,9.22
7143064,Rückeroth,4.86,7.75
7143065,Ruppach-Goldhausen,1.31,7.4
7143066,Schenkelberg,4.78,11.41
7143067,"Selters (Westerwald), Stadt",1.6,3.96
7143068,Sessenbach,4.2,16.13
7143069,Sessenhausen,5.68,7.66
7143070,Siershahn,1.3,7.29
7143071,Simmern,4.92,13.65
7143072,Stahlhofen,3.1,7.11
7143073,Staudt,3.87,5.05
7143074,Steinefrenz,2.76,9.84
7143075,Steinen,3.64,13.36
7143077,Untershausen,0.99,5.24
7143078,Vielbach,4.98,5.08
7143079,Welschneudorf,1.07,9.57
7143080,Weroth,3.16,10.76
7143081,"Wirges, Stadt",1.58,4.65
7143082,Wirscheid,4.58,14.99
7143084,Wittgert,5.62,11.0
7143085,Wölferlingen,3.17,14.18
7143200,Ailertchen,4.21,15.94
7143202,Alpenrod,2.18,7.09
7143203,Arnshöfen,4.25,13.35
7143204,Astert,6.67,9.96
7143205,Atzelgift,5.64,10.96
7143206,"Bad Marienberg (Westerwald), Stadt",2.01,13.38
7143207,Bellingen,2.66,12.44
7143208,Berod bei Wallmerod,3.04,12.2
7143209,Berzhahn,5.72,21.56
7143210,Bilkheim,2.89,15.47
7143211,Bölsberg,7.25,11.34
7143212,Borod,7.08,10.71
7143213,Brandscheid,6.84,17.64
7143214,Bretthausen,3.17,21.52
7143215,Dreifelden,4.28,11.78
7143216,Dreisbach,4.61,13.18
7143218,Elsoff (Westerwald),6.05,21.42
7143219,Enspel,2.26,8.67
7143220,Ettinghausen,5.36,11.06
7143221,Ewighausen,5.0,11.52
7143222,Fehl-Ritzhausen,4.35,16.92
7143223,Gehlert,3.89,5.42
7143224,Gemünden,6.63,21.62
7143225,Giesenhausen,3.52,10.85
7143226,Girkenroth,6.84,17.75
7143227,Großseifen,4.25,15.75
7143228,Guckheim,5.91,16.43
7143229,"Hachenburg, Stadt",1.91,3.8
7143230,Härtlingen,8.2,16.9
7143231,Hahn bei Marienberg,3.9,14.44
7143232,Hahn am See,5.6,12.55
7143233,Halbs,4.84,17.59
7143234,Hardt,4.66,11.88
7143235,Hattert,5.58,8.53
7143236,Heimborn,5.5,14.16
7143237,Hellenhahn-Schellenberg,4.24,21.21
7143238,Hergenroth,3.19,19.2
7143239,Herschbach (Oberwesterwald),3.28,12.92
7143240,Heuzert,4.03,11.95
7143241,Höchstenbach,3.39,10.19
7143242,Höhn,1.85,17.37
7143243,Hof,1.98,16.65
7143244,Homberg,5.93,24.54
7143245,Hüblingen,7.29,20.73
7143246,Irmtraut,6.54,21.06
7143247,Kaden,6.52,16.35
7143248,Kirburg,4.59,9.2
7143249,Kölbingen,6.0,19.15
7143250,Kroppach,1.02,10.82
7143251,Kuhnhöfen,5.32,13.19
7143252,Kundert,6.61,17.99
7143253,Langenbach bei Kirburg,3.7,13.1
7143254,Langenhahn,1.69,13.64
7143255,Lautzenbrücken,4.35,13.1
7143256,Liebenscheid,5.46,20.44
7143257,Limbach,9.25,12.37
7143258,Linden,5.58,10.4
7143259,Lochum,4.21,9.1
7143260,Luckenbach,3.84,11.77
7143261,Marzhausen,5.23,9.81
7143262,Merkelbach,5.35,7.56
7143263,Meudt,1.56,10.62
7143264,Mörlen,4.06,12.02
7143265,Mörsbach,6.02,17.29
7143266,Molsberg,2.26,14.53
7143267,Mudenbach,4.81,11.9
7143268,Mündersbach,0.92,9.05
7143269,Müschenbach,4.3,7.45
7143270,Neunkhausen,1.54,12.83
7143271,Neunkirchen,6.53,16.52
7143272,Neustadt/ Westerwald,3.33,21.78
7143273,Niederahr,5.44,8.89
7143274,Niederroßbach,3.46,19.85
7143275,Niedersayn,7.0,12.47
7143276,Nister,5.67,8.73
7143277,Nisterau,4.22,15.52
7143278,Nister-Möhrendorf,5.42,20.2
7143279,Nistertal,2.27,8.96
7143280,Norken,4.78,9.71
7143281,Oberahr,4.26,10.57
7143282,Oberrod,6.88,23.28
7143283,Oberroßbach,4.93,19.61
7143284,Pottum,6.17,22.8
7143285,Rehe,5.82,23.87
7143286,"Rennerod, Stadt",1.52,24.06
7143287,Roßbach,6.64,9.55
7143288,Rotenhain,4.5,10.98
7143289,Rothenbach,3.87,14.77
7143290,Salz,4.2,15.73
7143291,Salzburg,2.38,18.2
7143292,Seck,5.42,24.65
7143293,Stahlhofen am Wiesensee,5.38,21.91
7143294,Steinebach an der Wied,6.47,9.25
7143295,Stein-Neukirch,1.04,19.95
7143296,Stein-Wingert,7.38,16.2
7143297,Stockhausen-Illfurth,3.24,15.27
7143298,Stockum-Püschen,4.35,11.04
7143299,Streithausen,6.26,9.08
7143300,Unnau,4.82,8.73
7143301,Wahlrod,6.27,11.38
7143302,Waigandshain,5.35,22.65
7143303,Waldmühlen,3.24,22.15
7143304,Wallmerod,1.42,13.71
7143305,Weidenhahn,3.55,12.28
7143306,Welkenbach,5.22,12.07
7143307,Weltersburg,5.8,17.69
7143308,"Westerburg, Stadt",2.34,18.38
7143309,Westernohe,5.06,24.35
7143310,Wied,4.78,9.08
7143311,Willingen,3.8,21.38
7143312,Willmenrod,3.5,19.15
7143313,Winkelbach,4.64,11.49
7143314,Winnen,4.83,21.41
7143315,Zehnhausen bei Rennerod,2.36,20.94
7143316,Zehnhausen bei Wallmerod,4.1,12.7
7143501,Elbingen,6.85,14.77
7143502,Mähren,4.98,14.46
7211000,"Trier, Stadt",2.52,7.52
7231001,Altrich,6.54,10.08
7231003,Arenrath,4.31,20.63
7231004,Bausendorf,1.38,14.06
7231005,Bengel,10.44,17.53
7231006,Berglicht,6.73,19.23
7231007,Bergweiler,8.2,13.4
7231008,"Bernkastel-Kues, Stadt",3.2,6.01
7231009,Bettenfeld,5.84,22.34
7231010,Binsfeld,1.1,17.78
7231012,Brauneberg,4.38,14.03
7231013,Bruch,6.41,18.55
7231014,Burg (Mosel),10.63,14.64
7231016,Burgen,5.03,15.51
7231017,Burtscheid,6.26,14.42
7231018,Deuselbach,6.94,15.98
7231019,Dhronecken,4.63,10.16
7231020,Diefenbach,9.46,12.65
7231021,Dierfeld,9.15,16.53
7231022,Dierscheid,6.38,19.64
7231023,Dodenburg,7.07,19.67
7231024,Dreis,1.5,14.63
7231025,Eckfeld,5.87,13.2
7231026,Eisenschmitt,11.39,21.92
7231029,Enkirch,8.67,17.8
7231030,Erden,4.78,14.06
7231031,Esch,5.78,15.11
7231032,Etgert,5.12,18.02
7231033,Flußbach,6.95,6.45
7231035,Gielert,3.97,16.26
7231036,Gipperath,16.87,15.81
7231037,Gladbach,9.62,22.15
7231040,Gornhausen,6.91,18.98
7231041,Graach an der Mosel,4.35,7.01
7231042,Gräfendhron,13.82,26.13
7231044,Greimerath,9.01,8.11
7231046,Großlittgen,9.69,15.99
7231049,Hasborn,9.75,10.14
7231050,Heckenmünster,6.23,18.86
7231051,Heidweiler,8.04,19.27
7231053,Hetzerath,1.63,17.07
7231054,Hilscheid,4.61,11.16
7231056,Hochscheid,2.74,21.92
7231057,Hontheim,8.34,20.44
7231058,Horath,14.16,26.21
7231062,Hupperath,6.54,10.63
7231064,Immert,4.12,16.48
7231065,Karl,9.22,18.9
7231066,Kesten,4.28,12.18
7231067,Kinderbeuern,4.1,16.58
7231068,Kinheim,4.36,16.81
7231069,Klausen,5.89,15.91
7231070,Kleinich,3.42,20.47
7231071,Kommen,3.36,14.18
7231072,Kröv,1.33,19.44
7231074,Laufeld,9.6,17.21
7231075,Lieser,2.04,8.93
7231076,Lösnich,6.38,15.39
7231077,Longkamp,1.32,13.11
7231078,Lückenburg,5.08,14.55
7231079,Malborn,7.33,8.04
7231080,"Manderscheid, Stadt",1.47,16.2
7231081,Maring-Noviand,4.63,11.39
7231082,Meerfeld,5.86,21.24
7231083,Merschbach,15.43,27.7
7231085,Minderlittgen,7.51,11.3
7231086,Minheim,7.05,16.27
7231087,Monzelfeld,7.94,12.69
7231090,Mülheim an der Mosel,1.39,10.05
7231091,Musweiler,11.44,15.14
7231092,Neumagen-Dhron,2.96,23.34
7231093,Neunkirchen,6.96,20.05
7231095,Niederöfflingen,12.3,14.16
7231096,Niederscheidweiler,11.15,15.86
7231100,Oberöfflingen,11.41,16.51
7231101,Oberscheidweiler,8.72,13.7
7231103,Osann-Monzel,1.72,13.55
7231104,Pantenburg,4.77,15.44
7231105,Piesport,5.13,20.18
7231107,Platten,5.78,11.06
7231108,Plein,9.3,10.54
7231110,Reil,12.48,14.6
7231111,Rivenich,5.68,18.61
7231112,Rorodt,7.86,17.93
7231113,Salmtal,2.33,15.18
7231114,Schladt,14.04,19.97
7231115,Schönberg,8.35,21.28
7231116,Schwarzenborn,11.2,20.15
7231117,Sehlem,3.85,15.62
7231120,Starkenburg,9.12,21.71
7231122,Talling,5.57,18.98
7231123,Thalfang,1.88,14.33
7231124,"Traben-Trarbach, Stadt",3.73,21.81
7231125,Ürzig,1.68,13.9
7231126,Veldenz,2.02,14.17
7231127,Wallscheid,7.26,15.15
7231132,Willwerscheid,10.77,11.22
7231133,Wintrich,8.22,17.26
7231134,"Wittlich, Stadt",3.62,7.01
7231136,Zeltingen-Rachtig,1.56,10.98
7231202,Breit,10.45,19.55
7231203,Büdlich,7.95,15.84
7231204,Heidenburg,7.98,20.08
7231206,Lötzbeuren,7.98,20.32
7231501,Irmenach,5.8,21.39
7231502,Morbach,5.58,21.14
7231503,Landscheid,8.15,17.52
7231504,Niersbach,7.46,22.84
7232001,Affler,15.86,41.27
7232002,Alsdorf,5.75,12.19
7232003,Altscheid,14.12,17.44
7232004,Ammeldingen an der Our,13.33,35.97
7232005,Ammeldingen bei Neuerburg,8.12,31.74
7232006,Auw an der Kyll,3.52,17.69
7232007,Badem,1.35,9.92
7232008,Bauler,14.03,35.28
7232009,Baustert,8.24,16.58
7232010,Beilingen,5.69,14.65
7232011,Berkoth,10.48,24.95
7232012,Berscheid,10.67,35.15
7232013,Bettingen,1.94,16.3
7232014,Bickendorf,9.72,10.49
7232015,Biersdorf am See,12.21,13.45
7232016,Biesdorf,10.38,30.45
7232017,Birtlingen,7.08,9.56
7232018,"Bitburg, Stadt",3.8,4.57
7232019,Bollendorf,2.29,29.31
7232020,Brecht,8.1,12.19
7232022,Burg,6.32,17.08
7232024,Dahlem,7.82,15.9
7232025,Dauwelshausen,9.25,38.58
7232026,Dockendorf,11.02,12.29
7232027,Dudeldorf,6.24,10.79
7232028,Echternacherbrück,1.99,20.98
7232029,Echtershausen,18.04,18.96
7232030,Ehlenz,12.95,14.19
7232031,Emmelbaum,8.48,31.49
7232032,Enzen,6.36,22.06
7232033,Ernzen,6.85,21.81
